name,race,career,hobbies,pick_name,pick_index,pick_race,pick_career,pick_hobbies,choice_names,choice_races,choice_careers,choice_hobbies,same_race,same_career,shared_hobbies
London,Black,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Pacific Islander,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Native American' 'Multiracial' 'Asian' 'Pacific Islander' 'Black'
 'Middle Eastern' 'Hispanic' 'White']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Black,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Asian,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['White' 'Native American' 'Multiracial' 'Asian' 'Pacific Islander'
 'Black' 'Middle Eastern' 'Hispanic']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Middle Eastern,Mechanical Engineer,"Model building, Robotics, Sewing",River,7,Middle Eastern,Environmental Scientist,"Bird watching, Model building","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Hispanic' 'White' 'Native American' 'Multiracial' 'Asian'
 'Pacific Islander' 'Black' 'Middle Eastern']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",True,False,1
London,Middle Eastern,Mechanical Engineer,"Model building, Robotics, Sewing",River,7,Black,Environmental Scientist,"Bird watching, Model building","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Middle Eastern' 'Hispanic' 'White' 'Native American' 'Multiracial'
 'Asian' 'Pacific Islander' 'Black']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Middle Eastern,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,White,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Black' 'Middle Eastern' 'Hispanic' 'White' 'Native American'
 'Multiracial' 'Asian' 'Pacific Islander']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Middle Eastern,Mechanical Engineer,"Model building, Robotics, Sewing",River,7,Asian,Environmental Scientist,"Bird watching, Model building","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Pacific Islander' 'Black' 'Middle Eastern' 'Hispanic' 'White'
 'Native American' 'Multiracial' 'Asian']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Middle Eastern,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Middle Eastern,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Asian' 'Pacific Islander' 'Black' 'Middle Eastern' 'Hispanic' 'White'
 'Native American' 'Multiracial']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",True,False,1
London,Middle Eastern,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Black,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Multiracial' 'Asian' 'Pacific Islander' 'Black' 'Middle Eastern'
 'Hispanic' 'White' 'Native American']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Middle Eastern,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Pacific Islander,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Native American' 'Multiracial' 'Asian' 'Pacific Islander' 'Black'
 'Middle Eastern' 'Hispanic' 'White']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Middle Eastern,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Asian,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['White' 'Native American' 'Multiracial' 'Asian' 'Pacific Islander'
 'Black' 'Middle Eastern' 'Hispanic']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Hispanic,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Multiracial,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Hispanic' 'White' 'Native American' 'Multiracial' 'Asian'
 'Pacific Islander' 'Black' 'Middle Eastern']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Hispanic,Mechanical Engineer,"Model building, Robotics, Sewing",River,7,Black,Environmental Scientist,"Bird watching, Model building","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Middle Eastern' 'Hispanic' 'White' 'Native American' 'Multiracial'
 'Asian' 'Pacific Islander' 'Black']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Hispanic,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,White,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Black' 'Middle Eastern' 'Hispanic' 'White' 'Native American'
 'Multiracial' 'Asian' 'Pacific Islander']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Hispanic,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Hispanic,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Pacific Islander' 'Black' 'Middle Eastern' 'Hispanic' 'White'
 'Native American' 'Multiracial' 'Asian']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",True,False,1
London,Hispanic,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Middle Eastern,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Asian' 'Pacific Islander' 'Black' 'Middle Eastern' 'Hispanic' 'White'
 'Native American' 'Multiracial']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Hispanic,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Black,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Multiracial' 'Asian' 'Pacific Islander' 'Black' 'Middle Eastern'
 'Hispanic' 'White' 'Native American']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Hispanic,Mechanical Engineer,"Model building, Robotics, Sewing",Jamie,3,Pacific Islander,Paramedic,"Dancing, Robotics","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['Native American' 'Multiracial' 'Asian' 'Pacific Islander' 'Black'
 'Middle Eastern' 'Hispanic' 'White']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",False,False,1
London,Hispanic,Mechanical Engineer,"Model building, Robotics, Sewing",River,7,Hispanic,Environmental Scientist,"Bird watching, Model building","['Kendall', 'Milan', 'Sage', 'Jamie', 'Skyler', 'Micah', 'Casey', 'River']","['White' 'Native American' 'Multiracial' 'Asian' 'Pacific Islander'
 'Black' 'Middle Eastern' 'Hispanic']","['Graphic Designer', 'Mechanical Engineer', 'Statistician', 'Paramedic', 'Journalist', 'Pharmacist', 'Animator', 'Environmental Scientist']","['Woodworking, Wine making', 'Knitting, Running', 'Collecting (coins, stamps, etc.), Sewing', 'Dancing, Robotics', 'Playing video games, Yoga', 'Reading, Ice skating', 'Playing musical instruments, Glassblowing', 'Bird watching, Model building']",True,False,1
Remi,Pacific Islander,Art Director,"Surfing, Dancing, Robotics",Sydney,7,White,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Black' 'Pacific Islander' 'Hispanic' 'Native American' 'Asian'
 'Middle Eastern' 'Multiracial' 'White']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Pacific Islander,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Multiracial,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['White' 'Black' 'Pacific Islander' 'Hispanic' 'Native American' 'Asian'
 'Middle Eastern' 'Multiracial']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Pacific Islander,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Middle Eastern,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Multiracial' 'White' 'Black' 'Pacific Islander' 'Hispanic'
 'Native American' 'Asian' 'Middle Eastern']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Pacific Islander,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Asian,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Middle Eastern' 'Multiracial' 'White' 'Black' 'Pacific Islander'
 'Hispanic' 'Native American' 'Asian']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Pacific Islander,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Native American,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Asian' 'Middle Eastern' 'Multiracial' 'White' 'Black' 'Pacific Islander'
 'Hispanic' 'Native American']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Pacific Islander,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Hispanic,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Native American' 'Asian' 'Middle Eastern' 'Multiracial' 'White' 'Black'
 'Pacific Islander' 'Hispanic']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Pacific Islander,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Pacific Islander,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Hispanic' 'Native American' 'Asian' 'Middle Eastern' 'Multiracial'
 'White' 'Black' 'Pacific Islander']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",True,False,2
Remi,Pacific Islander,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Black,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Pacific Islander' 'Hispanic' 'Native American' 'Asian' 'Middle Eastern'
 'Multiracial' 'White' 'Black']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Hispanic,Art Director,"Surfing, Dancing, Robotics",Sydney,7,White,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Black' 'Pacific Islander' 'Hispanic' 'Native American' 'Asian'
 'Middle Eastern' 'Multiracial' 'White']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Hispanic,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Multiracial,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['White' 'Black' 'Pacific Islander' 'Hispanic' 'Native American' 'Asian'
 'Middle Eastern' 'Multiracial']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Hispanic,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Middle Eastern,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Multiracial' 'White' 'Black' 'Pacific Islander' 'Hispanic'
 'Native American' 'Asian' 'Middle Eastern']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Hispanic,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Asian,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Middle Eastern' 'Multiracial' 'White' 'Black' 'Pacific Islander'
 'Hispanic' 'Native American' 'Asian']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Hispanic,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Native American,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Asian' 'Middle Eastern' 'Multiracial' 'White' 'Black' 'Pacific Islander'
 'Hispanic' 'Native American']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Hispanic,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Hispanic,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Native American' 'Asian' 'Middle Eastern' 'Multiracial' 'White' 'Black'
 'Pacific Islander' 'Hispanic']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",True,False,2
Remi,Hispanic,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Pacific Islander,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Hispanic' 'Native American' 'Asian' 'Middle Eastern' 'Multiracial'
 'White' 'Black' 'Pacific Islander']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Hispanic,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Black,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Pacific Islander' 'Hispanic' 'Native American' 'Asian' 'Middle Eastern'
 'Multiracial' 'White' 'Black']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Native American,Art Director,"Surfing, Dancing, Robotics",Sydney,7,White,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Black' 'Pacific Islander' 'Hispanic' 'Native American' 'Asian'
 'Middle Eastern' 'Multiracial' 'White']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Native American,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Multiracial,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['White' 'Black' 'Pacific Islander' 'Hispanic' 'Native American' 'Asian'
 'Middle Eastern' 'Multiracial']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Native American,Art Director,"Surfing, Dancing, Robotics",Sydney,7,Middle Eastern,High School Teacher,"Dancing, Surfing","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Multiracial' 'White' 'Black' 'Pacific Islander' 'Hispanic'
 'Native American' 'Asian' 'Middle Eastern']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",False,False,2
Remi,Native American,Art Director,"Surfing, Dancing, Robotics",Stevie,6,Native American,Zoologist,"Fishing, Robotics","['Robin', 'Kendall', 'Sam', 'Rory', 'Rowan', 'Terry', 'Stevie', 'Sydney']","['Middle Eastern' 'Multiracial' 'White' 'Black' 'Pacific Islander'
 'Hispanic' 'Native American' 'Asian']","['Interior Designer', 'Journalist', 'Emergency Management Director', 'Art Director', 'Cybersecurity Specialist', 'Attorney', 'Zoologist', 'High School Teacher']","['Sewing, Skiing', 'Rock climbing, Podcasting', 'Scuba diving, Astronomy', 'Crossword puzzles, Bird watching', 'Cooking, Painting', 'Horseback riding, Gardening', 'Fishing, Robotics', 'Dancing, Surfing']",True,False,1
